,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
962,81.25,,,,,,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Jing Jing Café 晶晶坊青山咖啡教室,2016NA Lot001,Jing Jing Café 晶晶坊青山咖啡教室,Taiwan,Taiwan Coffee Laboratory,680,"Dongshan Dist., Tainan City 台南市東山區",Hu Guei Jing 胡桂青,20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Natural / Dry,Sample,7.83,7.75,7.67,7.83,7.83,7.75,Sample,9.33,10,10,5.25,Sample  81.25,,12 %,0 full defects,0,Green,0 full defects,,"May 18th, 2017",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
963,81.25,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Comercial e Exportadora SA,002/4177/0164,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,Sample,7.17,7.42,7.17,7.08,6.92,8.17,Sample,10,10,10,7.33,Sample  81.25,,0 %,0 full defects,0,Green,1 full defects,,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
964,81.25,,,,,,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,Cafetales Santa Matilde,,San Carlos,017/001/1214,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1100,Jinotega,Rolando Lacayo,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Completed,Washed / Wet,Sample,7.08,7.5,7.33,7.17,7.42,7.25,Sample,10,10,10,7.5,Sample  81.25,,10 %,0 full defects,0,Green,4 full defects,,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,,
965,81.25,,,,,,Arabica,CADEXSA,Honduras,CERRO BUENO,,CADEXSA,13-63-301,CADEXSA,1400 MSN,MARCALA,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.42,7.17,7.17,7.5,7.33,7.25,Sample,10,10,10,7.42,Sample  81.25,,12 %,0 full defects,0,Green,1 full defects,,"May 11th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
966,81.25,,,,,,Arabica,EssenceCoffee,Guatemala,El Injerto S.A.,,El Injerto S.A.,11999144,Essence Coffee,1700m,Huehuetenango,El Injerto S.A.,36,55 lbs,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Pacamara,Completed,Washed / Wet,Sample,7.33,7.42,7.17,7.25,7.42,7.33,Sample,10,10,10,7.33,Sample  81.25,,9 %,0 full defects,0,Bluish-Green,2 full defects,,"March 20th, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
967,81.25,,,,,,Arabica,Shangrilla Estate Ltd,"Tanzania, United Republic Of",Shangrilla Estate,,Shangrilla Estate Ltd,C38,Shangrilla Estate Ltd,1700,Karatu Ngorogoro,Shangrilla Estate,100,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Shangrilla Estate Ltd,Other,Completed,Washed / Wet,Sample,7.33,7.17,7.17,7.5,7.25,7.42,Sample,10,10,10,7.42,Sample  81.25,,13 %,0 full defects,0,Green,5 full defects,,"December 17th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
968,81.25,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Jia jia Coffee 佳佳咖啡莊,,Jia jia Coffee 佳佳咖啡莊,,Blossom Valley宸嶧國際,650 M,Nantou Guoxing 南投縣國姓鄉,Liu ying wu 劉穎悟,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.5,7.5,7.25,7.25,7.25,7.25,Sample,10,10,10,7.25,Sample  81.25,,11 %,0 full defects,0,Green,0 full defects,,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
969,81.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,"BENEFICIO 2000 KM 25.5 CARRETERA A EL SALVADOR, GUATEMALA PHONE (502) 6661-2800",11/11711/08,"SIEMBRAS VISION, S.A.","5,000 F","SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"March 4th, 2013",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.5,7.33,7.5,7.58,7,7.25,Sample,10,10,10,7.08,Sample  81.25,,11 %,0 full defects,0,Green,4 full defects,,"March 4th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
970,81.25,,,,,,Arabica,ALFREDO BOJALIL,Mexico,FINCA CHANJUL,,"AGROINDUSTRIAS UNIDAS DE MEXICO, S.S. DE C.V. SUCURSAL TUXTLA",1507169991,ECOMTRADING,1500,MOTOZINTLA,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,AMECAFE,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.33,7.5,7.42,Sample,9.33,10,10,7.5,Sample  81.25,,12 %,0 full defects,0,Green,1 full defects,,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
971,81.17,,,,,,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,LAS PROMESAS DE SAN BLASS,017-053-0134,BENEFICIO ATLANTIC PLANTA PROCEDORA CONDEGA,017-053-0134,Exportadora Atlantic S.A,1200,"DIPILTO, NUEVA SEGOVIA",GONZALO CASTILLO,275,69 kg,Instituto Hondureño del Café,2016,"March 8th, 2017","Exportadora Atlantic, S.A.",,Completed,Washed / Wet,Sample,7.33,7.5,7.17,7.17,7.58,7.17,Sample,10,10,10,7.25,Sample  81.17,,9 %,0 full defects,0,Green,7 full defects,,"March 8th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
972,81.17,,,,,,Arabica,Immaculata John,"Tanzania, United Republic Of",Mviwambi Coffee Farmers,,,A057,Mviwambi Coffee Farm,100/2000,"Ruvuma, Mbinga",Immaculata John,100,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Immaculata John,Bourbon,Completed,Washed / Wet,Sample,7.67,7.17,7.17,7.33,7.5,7.17,Sample,10,10,10,7.17,Sample  81.17,,12 %,0 full defects,0,Green,2 full defects,,"November 15th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
973,81.17,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,,Exportadora Café California,016-2028-042,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"June 25th, 2015",ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.08,7.25,7.08,7.25,Sample,10,10,10,7.17,Sample  81.17,,12 %,0 full defects,0,Green,10 full defects,,"June 24th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,
974,81.17,,,,,,Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,EL PATALILLO,,EL PATALILLO,5-019-0118,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",1200-1400 MASL,Tres Rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.33,7.17,7.08,7.17,Sample,10,10,10,7.42,Sample  81.17,,11 %,0 full defects,0,Bluish-Green,0 full defects,,"May 21st, 2016",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
975,81.17,,,,,,Arabica,,Honduras,Los Hicaques,,CIGRAH,13-111-037,CIGRAH,1450 mals,Central Region,Reinerio Zepeda,275,1 kg,Instituto Hondureño del Café,2015,"March 11th, 2015",,Catuai,Completed,Natural / Dry,Sample,7.42,7.33,7,7.42,7.33,7.33,Sample,10,10,10,7.33,Sample  81.17,,13 %,0 full defects,0,Green,1 full defects,,"March 10th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
976,81.17,,,,,,Arabica,松澤宏樹 Koju Matsuzawa,Thailand,,,,Thailand,"Coffeas Co., Ltd","1,400-1,500 m",Chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Completed,Washed / Wet,Sample,6.83,7.42,7.42,7.17,7.5,7.42,Sample,10,10,10,7.42,Sample  81.17,,12 %,0 full defects,0,Blue-Green,0 full defects,,"February 15th, 2016",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
977,81.17,,,,,,Arabica,Victoria,Philippines,"IRISAN, BAGUIO",,GREEN BEANS,123/300/01,S3V International Importing,1200 MASL,CORILLERA ADMINISTRATIVE,"COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"January 8th, 2015",Victoria,Typica,Completed,Natural / Dry,Sample,7.25,7.25,7.25,7.08,7.58,7.5,Sample,10,10,10,7.25,Sample  81.17,,0 %,0 full defects,0,None,4 full defects,,"January 8th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
978,81.17,,,,,,Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",AMPCG,,Taylor Winch (T) Ltd,C18,Taylor Winch(T) Ltd,1550,"Mbinga, Ruvuma",Taylor Winch (T) ltd,320,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Completed,Washed / Wet,Sample,7.58,7.17,7.17,7.33,7.33,7.25,Sample,10,10,10,7.33,Sample  81.17,,12 %,0 full defects,0,Bluish-Green,2 full defects,,"December 17th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
979,81.17,,,,,,Arabica,AFCA,Malawi,Makoka Valley Estate,,R.W.J. Wallace Ltd,C16,R.W.J Wallace Ltd,990-1000M,Southern- Zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Completed,Washed / Wet,Sample,7.58,7.25,7.33,7.08,7.33,7.33,Sample,10,10,10,7.25,Sample  81.17,,12 %,0 full defects,0,Green,12 full defects,,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
980,81.17,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0126,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"May 9th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.33,7.08,7.33,7.25,7.33,7.58,Sample,10,10,10,7.25,Sample  81.17,,11 %,0 full defects,0,Green,3 full defects,,"May 9th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
981,81.17,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,JULIANA,,,002/454-2/0379,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,JOSE RENATO BAIARDI,300,1 kg,NUCOFFEE,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Completed,Natural / Dry,Sample,7.42,7.42,7.17,7.42,7.33,7.25,Sample,10,10,10,7.17,Sample  81.17,,11 %,0 full defects,0,Green,3 full defects,,"February 4th, 2015",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
982,81.17,,,,,,Arabica,JULIO PEREZ HERNANDEZ,Mexico,,,"TAPACHULA, CHIAPAS",0,INDIGENAS DE LA SIERRA MADRE DE MOTOZINTLA SAN ISIDRO LABRADOR S. DE S.S.,1800,TAPACHULA,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Completed,Natural / Dry,Sample,7.42,7.25,7.08,7.75,7.42,7.17,Sample,10,10,10,7.08,Sample  81.17,,13 %,3 full defects,0,Green,7 full defects,,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
983,81.17,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Finca Quequesquez,,Finca Quequesquez,11-183-25,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 20th, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.42,7.25,7.33,7.25,7.25,7.42,Sample,10,10,10,7.25,Sample  81.17,,12 %,0 full defects,0,Green,4 full defects,,"August 20th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
984,81.17,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda São Sebastião,,,002/1251/0182,NUCOFFEE,1000m,South of Minas Gerais,Bruno de Andrade Frota,17,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,Sample,7.42,7.33,7.25,7.42,7.5,7.17,Sample,10,10,10,7.08,Sample  81.17,,12 %,0 full defects,0,Green,1 full defects,,"January 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
985,81.17,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,,,Kona,,4,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.25,7.75,7.67,7.67,7.42,7.67,Sample,8.67,9.33,10,7.75,Sample  81.17,,4 %,3 full defects,0,,0 full defects,,"September 21st, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
986,81.08,,,,,,Arabica,KERCHANSHE,Ethiopia,,1,dry mill,010/0475/0522,KERCHANSHE TRADING PLC,0,sidamo,Kerchanshe trading plc,300,60 kg,Specialty Coffee Institute of Asia,2016,"July 14th, 2017",KERCHANSHE,,Completed,Natural / Dry,Sample,7.42,7.33,7.17,7.33,7.42,7.17,Sample,10,10,10,7.25,Sample  81.08,,11 %,0 full defects,0,,1 full defects,,"July 14th, 2018",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
987,81.08,,,,,,Arabica,Gregorio Sebba,Brazil,Fazenda São José Mirante,14,Garca Armazens,,Garca Armazens,695,Alta Paulista (Sao Paulo),José Olavo Boechat,500,60 kg,Specialty Coffee Association,2016,"June 21st, 2017",Gregorio Sebba,Mundo Novo,Completed,Natural / Dry,Sample,7.58,7.42,7.5,7.25,7.75,7.58,Sample,9.33,10,9.33,7.33,Sample  81.08,,11 %,5 full defects,0,Green,8 full defects,,"June 21st, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
988,81.08,,,,,,Arabica,Rolando Lacayo,Nicaragua,CAFETALES SANTA MATILDE,,BENEFICIO SAN CARLOS,017/001/652,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","1,100 m.o.s.l.",JINOTEGA,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"March 28th, 2015",Rolando Lacayo,Other,Completed,Washed / Wet,Sample,7.33,7.33,7.33,7.42,7.33,7.33,Sample,10,10,10,7,Sample  81.08,,11 %,0 full defects,0,,1 full defects,,"March 27th, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,,
989,81.08,,,,,,Arabica,Wali Ali,United States,n/a,,JuanAna Coffee Association,n/a,Conscious Bean Coffee,5600 feet,Central America,JuanAna Coffee Association,1,5 lbs,Specialty Coffee Association,2014,"March 4th, 2015",Wali Ali,Pache Comun,Completed,Natural / Dry,Sample,7.42,7.17,7.33,7.42,7.25,7.33,Sample,10,10,10,7.17,Sample  81.08,,0 %,0 full defects,0,,0 full defects,,"March 3rd, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
990,81.08,,,,,,Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",Mwalyego Amcos,,Taylor Winch (T) Ltd,C006,Taylor Winch(T) Ltd,1456,"Iwala Village, Mbeya Rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,Sample,7.42,7.33,7.33,7.25,7.25,7.33,Sample,10,10,10,7.17,Sample  81.08,,13 %,0 full defects,0,Green,2 full defects,,"January 2nd, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
991,81.08,,,,,,Arabica,The Coffee Source Inc.,Costa Rica,Santa Laura,,La Eva,5-545-0005,The Coffee Source Inc.,1500 mts,Naranjo,Several,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"December 18th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.42,7.25,7.17,7.25,7.25,7.58,Sample,10,10,10,7.17,Sample  81.08,,13 %,0 full defects,0,Green,0 full defects,,"December 18th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
992,81.08,,,,,,Arabica,German Negron,United States (Puerto Rico),Hacienda Caracolillo,,Hacienda Alto Grande,,"Hacienda Alto Grande, LLC.",2800 ft,Yauco Region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"May 28th, 2014",German Negron,Other,Completed,Washed / Wet,Sample,7.67,7.75,7.67,7.58,7.58,7.67,Sample,6.67,10,10,8.5,Sample  81.08,,0 %,0 full defects,0,Green,0 full defects,,"May 28th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
993,81.08,,,,,,Arabica,OBED RENDON PONCE,Mexico,"SAN FERNANDO, CHIAPAS",,"SAN FERNANDO, CHIAPAS",0,CAFETERA EL GRANDE S.A. DE C.V.,1650,SAN FERNANDO,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1 kg,AMECAFE,2012,"September 14th, 2012",OBED RENDON PONCE,Typica,Completed,Washed / Wet,Sample,7.25,7.42,7.33,7.33,7.17,7.33,Sample,10,10,10,7.25,Sample  81.08,,13 %,5 full defects,0,None,16 full defects,,"September 14th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
994,81.08,,,,,,Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,CAFETAL SINAI,,CAFETAL SINAI,"1405833052, 1405833062",,1300,SANTO REYES NOPALA,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Completed,Washed / Wet,Sample,7.33,7.25,7.33,7.42,7.25,7.42,Sample,10,10,10,7.08,Sample  81.08,,12 %,0 full defects,0,Green,2 full defects,,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
995,81.08,,,,,,Arabica,GERARDO HERNANDEZ VALDERRABANO,Mexico,,,SANTA MARIA SILTEPEC,1955,COMERCIALIZADORA PROFESIONAL MEXICANA S.A. DE C.V.,1642,SANTA MARIA SITEPEC,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,"August 30th, 2012",GERARDO HERNANDEZ VALDERRABANO,Typica,Completed,Washed / Wet,Sample,7.33,7.33,7.25,7.42,7.25,7.25,Sample,10,10,10,7.25,Sample  81.08,,11 %,0 full defects,0,Green,5 full defects,,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
996,81.08,,,,,,Arabica,BALBINO RAMIREZ FLORES,Mexico,EL DESMORONADO,,EL DESMORONADO,0,,1200,TALPA DE ALLENDE,BALBINO RAMIREZ FLORES,15,1 kg,AMECAFE,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.42,7.17,7.25,Sample,10,10,10,7.25,Sample  81.08,,10 %,0 full defects,0,Green,1 full defects,,"July 3rd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
997,81.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2200304,KPFC,,,,2,100 lbs,Specialty Coffee Association,2012,"February 13th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.42,7.42,7.25,7.58,6.92,7.17,Sample,10,10,10,7.33,Sample  81.08,,6 %,0 full defects,0,Blue-Green,0 full defects,,"February 12th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
998,81,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,43104350 - K25247,DRY MILL,002/4542/0044,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,,"January 16th, 2018",BOURBON SPECIALTY COFFEES,Bourbon,Completed,Pulped natural / honey,Sample,7.25,7.25,7.17,7.5,7.33,7.17,Sample,10,10,10,7.33,Sample  81.00,,11 %,0 full defects,6,Green,9 full defects,,"January 16th, 2019",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
999,81,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,Santa Josefita,1-198,Beneficio Cuzcachapa,09-030-273,Soc. Coop. Cuzcachapa de R.L.,1450,Apaneca - Ilamatepec,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,Salvadoran Coffee Council,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,Sample,7.42,7.08,7.08,7.33,7.25,7.58,Sample,10,10,10,7.25,Sample  81.00,,0 %,0 full defects,2,Green,6 full defects,,"August 28th, 2018",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,
1000,81,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,43103820 - K24258 - 030/16,DRY MILL,002/4542/0966,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL DE CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,2016 / 2017,"September 9th, 2016",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Completed,Pulped natural / honey,Sample,7.33,7.17,7.17,7.67,7.33,7.17,Sample,10,10,10,7.17,Sample  81.00,,11 %,0 full defects,2,Bluish-Green,3 full defects,,"September 9th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
1001,81,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,CHAPULTEPEC,11/23/0506,BENEFICIO IXCHEL,11/23/0506,"UNEX GUATEMALA, S.A.",3280,NORTE,CHAPULTEPEC,120,69 kg,Asociacion Nacional Del Café,2016,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.25,7.17,7.5,7.25,7.17,Sample,10,10,10,7.25,Sample  81.00,,9 %,0 full defects,0,Green,8 full defects,,"August 2nd, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
1002,81,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-4378,Bachue,3-37-4378,Racafe & Cia S.C.A,1600,Guayatá,,43,70 kg,Almacafé,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.42,5.25,7.67,7.75,Sample,10,10,10,7.75,Sample  81.00,,0 %,0 full defects,4,Green,4 full defects,,"July 22nd, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
